Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","167.339","45,08%"
"GALICIA","MULLERES","203.845","54,92%"

"A.S. A CORUÑA E CEE","HOMES","36.937","44,77%"
"A.S. A CORUÑA E CEE","MULLERES","45.572","55,23%"
"A.S. FERROL","HOMES","12.052","44,49%"
"A.S. FERROL","MULLERES","15.039","55,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.717","44,57%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.275","55,43%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.220","44,16%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.571","55,84%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.039","45,29%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.995","54,71%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.056","45,72%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.189","54,28%"
"A.S. VIGO","HOMES","38.200","45,87%"
"A.S. VIGO","MULLERES","45.072","54,13%"
"SEN A.S. ASIGNADA","HOMES","118","47,2%"
"SEN A.S. ASIGNADA","MULLERES","132","52,8%"
