Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","49.872","46,44%"
"GALICIA","MULLERES","57.522","53,56%"

"A.S. A CORUÑA E CEE","HOMES","11.912","46,73%"
"A.S. A CORUÑA E CEE","MULLERES","13.581","53,27%"
"A.S. FERROL","HOMES","3.581","45,68%"
"A.S. FERROL","MULLERES","4.258","54,32%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.314","46,59%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.091","53,41%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.097","45,82%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.208","54,18%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.558","46,77%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.325","53,23%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.469","46,96%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.437","53,04%"
"A.S. VIGO","HOMES","9.941","46,1%"
"A.S. VIGO","MULLERES","11.622","53,9%"
