Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","173.066","45,24%"
"GALICIA","MULLERES","209.527","54,76%"

"A.S. A CORUÑA E CEE","HOMES","38.433","44,88%"
"A.S. A CORUÑA E CEE","MULLERES","47.203","55,12%"
"A.S. FERROL","HOMES","12.497","44,64%"
"A.S. FERROL","MULLERES","15.500","55,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.649","44,89%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.125","55,11%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.869","44,44%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.090","55,56%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.465","45,44%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.371","54,56%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.903","45,91%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.980","54,09%"
"A.S. VIGO","HOMES","39.141","45,9%"
"A.S. VIGO","MULLERES","46.131","54,1%"
"SEN A.S. ASIGNADA","HOMES","109","46,19%"
"SEN A.S. ASIGNADA","MULLERES","127","53,81%"
