Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","166.179","45,05%"
"GALICIA","MULLERES","202.737","54,95%"

"A.S. A CORUÑA E CEE","HOMES","36.691","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","45.310","55,26%"
"A.S. FERROL","HOMES","11.946","44,44%"
"A.S. FERROL","MULLERES","14.936","55,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.546","44,47%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.158","55,53%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.023","44,07%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.414","55,93%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.936","45,25%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.909","54,75%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.899","45,69%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.027","54,31%"
"A.S. VIGO","HOMES","38.018","45,88%"
"A.S. VIGO","MULLERES","44.850","54,12%"
"SEN A.S. ASIGNADA","HOMES","120","47,43%"
"SEN A.S. ASIGNADA","MULLERES","133","52,57%"
