Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","160.955","44,97%"
"GALICIA","MULLERES","196.980","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.322","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","43.648","55,27%"
"A.S. FERROL","HOMES","11.362","44,27%"
"A.S. FERROL","MULLERES","14.301","55,73%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.864","44,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.488","55,73%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.464","43,95%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.820","56,05%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.466","45,18%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.402","54,82%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.201","45,61%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.284","54,39%"
"A.S. VIGO","HOMES","37.154","45,84%"
"A.S. VIGO","MULLERES","43.906","54,16%"
"SEN A.S. ASIGNADA","HOMES","122","48,22%"
"SEN A.S. ASIGNADA","MULLERES","131","51,78%"
