Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","23.452","45,59%"
"GALICIA","MULLERES","27.993","54,41%"

"A.S. A CORUÑA E CEE","HOMES","5.313","46,14%"
"A.S. A CORUÑA E CEE","MULLERES","6.203","53,86%"
"A.S. FERROL","HOMES","1.481","44%"
"A.S. FERROL","MULLERES","1.885","56%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.837","45,66%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.376","54,34%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.272","44,44%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","4.091","55,56%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.513","45,78%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","2.976","54,22%"
"A.S. SANTIAGO E BARBANZA","HOMES","3.438","46,57%"
"A.S. SANTIAGO E BARBANZA","MULLERES","3.945","53,43%"
"A.S. VIGO","HOMES","4.598","45,46%"
"A.S. VIGO","MULLERES","5.517","54,54%"
