Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","160.383","44,97%"
"GALICIA","MULLERES","196.249","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.145","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","43.419","55,27%"
"A.S. FERROL","HOMES","11.303","44,3%"
"A.S. FERROL","MULLERES","14.213","55,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.815","44,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.425","55,73%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.372","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.725","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.410","45,2%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.321","54,8%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.136","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.191","54,38%"
"A.S. VIGO","HOMES","37.083","45,83%"
"A.S. VIGO","MULLERES","43.824","54,17%"
"SEN A.S. ASIGNADA","HOMES","119","47,6%"
"SEN A.S. ASIGNADA","MULLERES","131","52,4%"
