Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","75.068","47,43%"
"GALICIA","MULLERES","83.190","52,57%"

"A.S. A CORUÑA E CEE","HOMES","17.663","47,51%"
"A.S. A CORUÑA E CEE","MULLERES","19.514","52,49%"
"A.S. FERROL","HOMES","4.961","46,71%"
"A.S. FERROL","MULLERES","5.659","53,29%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.306","47,44%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.203","52,56%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.417","46,97%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.504","53,03%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.674","47,57%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.560","52,43%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.564","47,92%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.483","52,08%"
"A.S. VIGO","HOMES","16.483","47,43%"
"A.S. VIGO","MULLERES","18.267","52,57%"
