Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","170.652","45,16%"
"GALICIA","MULLERES","207.206","54,84%"

"A.S. A CORUÑA E CEE","HOMES","37.791","44,82%"
"A.S. A CORUÑA E CEE","MULLERES","46.526","55,18%"
"A.S. FERROL","HOMES","12.342","44,57%"
"A.S. FERROL","MULLERES","15.349","55,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.214","44,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.773","55,3%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.539","44,27%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.851","55,73%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.341","45,41%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.253","54,59%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.492","45,77%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.649","54,23%"
"A.S. VIGO","HOMES","38.818","45,94%"
"A.S. VIGO","MULLERES","45.677","54,06%"
"SEN A.S. ASIGNADA","HOMES","115","47,33%"
"SEN A.S. ASIGNADA","MULLERES","128","52,67%"
