Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","134.464","46,36%"
"GALICIA","MULLERES","155.589","53,64%"

"A.S. A CORUÑA E CEE","HOMES","29.222","46,43%"
"A.S. A CORUÑA E CEE","MULLERES","33.720","53,57%"
"A.S. FERROL","HOMES","8.705","46,27%"
"A.S. FERROL","MULLERES","10.107","53,73%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","14.540","45,78%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","17.218","54,22%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","15.863","45,53%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","18.975","54,47%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","15.824","46,49%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","18.215","53,51%"
"A.S. SANTIAGO E BARBANZA","HOMES","17.896","46,52%"
"A.S. SANTIAGO E BARBANZA","MULLERES","20.573","53,48%"
"A.S. VIGO","HOMES","32.391","46,84%"
"A.S. VIGO","MULLERES","36.759","53,16%"
"SEN A.S. ASIGNADA","HOMES","23","51,11%"
"SEN A.S. ASIGNADA","MULLERES","22","48,89%"
