Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","46.431","46,26%"
"GALICIA","MULLERES","53.934","53,74%"

"A.S. A CORUÑA E CEE","HOMES","10.852","46,5%"
"A.S. A CORUÑA E CEE","MULLERES","12.488","53,5%"
"A.S. FERROL","HOMES","3.396","45,57%"
"A.S. FERROL","MULLERES","4.057","54,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.029","46,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.840","53,73%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.858","45,69%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.963","54,31%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.115","46,31%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","5.930","53,69%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.088","47,02%"
"A.S. SANTIAGO E BARBANZA","MULLERES","7.988","52,98%"
"A.S. VIGO","HOMES","9.093","46,01%"
"A.S. VIGO","MULLERES","10.668","53,99%"
