Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","42.536","46,24%"
"GALICIA","MULLERES","49.460","53,76%"

"A.S. A CORUÑA E CEE","HOMES","9.626","46,39%"
"A.S. A CORUÑA E CEE","MULLERES","11.124","53,61%"
"A.S. FERROL","HOMES","3.035","45,53%"
"A.S. FERROL","MULLERES","3.631","54,47%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","4.628","46,44%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.337","53,56%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.556","45,63%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.619","54,37%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","4.618","46,26%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","5.364","53,74%"
"A.S. SANTIAGO E BARBANZA","HOMES","6.654","47,02%"
"A.S. SANTIAGO E BARBANZA","MULLERES","7.497","52,98%"
"A.S. VIGO","HOMES","8.419","45,99%"
"A.S. VIGO","MULLERES","9.888","54,01%"
