Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","159.482","44,98%"
"GALICIA","MULLERES","195.063","55,02%"

"A.S. A CORUÑA E CEE","HOMES","34.902","44,76%"
"A.S. A CORUÑA E CEE","MULLERES","43.077","55,24%"
"A.S. FERROL","HOMES","11.218","44,32%"
"A.S. FERROL","MULLERES","14.094","55,68%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.689","44,23%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.300","55,77%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.254","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.574","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.313","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.185","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.041","45,65%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.055","54,35%"
"A.S. VIGO","HOMES","36.949","45,84%"
"A.S. VIGO","MULLERES","43.649","54,16%"
"SEN A.S. ASIGNADA","HOMES","116","47,35%"
"SEN A.S. ASIGNADA","MULLERES","129","52,65%"
