Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","52.644","46,6%"
"GALICIA","MULLERES","60.331","53,4%"

"A.S. A CORUÑA E CEE","HOMES","12.471","46,82%"
"A.S. A CORUÑA E CEE","MULLERES","14.166","53,18%"
"A.S. FERROL","HOMES","3.669","45,77%"
"A.S. FERROL","MULLERES","4.347","54,23%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.534","46,64%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.331","53,36%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.341","46,08%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.421","53,92%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.966","47,01%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.725","52,99%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.862","47,17%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.804","52,83%"
"A.S. VIGO","HOMES","10.801","46,28%"
"A.S. VIGO","MULLERES","12.537","53,72%"
