Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","173.401","45,24%"
"GALICIA","MULLERES","209.884","54,76%"

"A.S. A CORUÑA E CEE","HOMES","38.512","44,9%"
"A.S. A CORUÑA E CEE","MULLERES","47.267","55,1%"
"A.S. FERROL","HOMES","12.516","44,65%"
"A.S. FERROL","MULLERES","15.518","55,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.696","44,89%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.184","55,11%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.918","44,46%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.126","55,54%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.499","45,44%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.417","54,56%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.953","45,91%"
"A.S. SANTIAGO E BARBANZA","MULLERES","27.044","54,09%"
"A.S. VIGO","HOMES","39.198","45,9%"
"A.S. VIGO","MULLERES","46.203","54,1%"
"SEN A.S. ASIGNADA","HOMES","109","46,58%"
"SEN A.S. ASIGNADA","MULLERES","125","53,42%"
