Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","164.454","45%"
"GALICIA","MULLERES","200.983","55%"

"A.S. A CORUÑA E CEE","HOMES","36.248","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.781","55,27%"
"A.S. FERROL","HOMES","11.771","44,39%"
"A.S. FERROL","MULLERES","14.747","55,61%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.302","44,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.962","55,65%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.826","44,01%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.225","55,99%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.813","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.783","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.625","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.767","54,37%"
"A.S. VIGO","HOMES","37.748","45,85%"
"A.S. VIGO","MULLERES","44.584","54,15%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
