Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","75.876","47,43%"
"GALICIA","MULLERES","84.113","52,57%"

"A.S. A CORUÑA E CEE","HOMES","17.844","47,47%"
"A.S. A CORUÑA E CEE","MULLERES","19.743","52,53%"
"A.S. FERROL","HOMES","4.990","46,78%"
"A.S. FERROL","MULLERES","5.678","53,22%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.449","47,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.357","52,55%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.541","46,95%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.650","53,05%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.718","47,52%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.629","52,48%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.657","47,91%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.589","52,09%"
"A.S. VIGO","HOMES","16.677","47,45%"
"A.S. VIGO","MULLERES","18.467","52,55%"
