Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","159.721","44,99%"
"GALICIA","MULLERES","195.331","55,01%"

"A.S. A CORUÑA E CEE","HOMES","34.971","44,76%"
"A.S. A CORUÑA E CEE","MULLERES","43.156","55,24%"
"A.S. FERROL","HOMES","11.238","44,32%"
"A.S. FERROL","MULLERES","14.117","55,68%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.721","44,25%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.326","55,75%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.279","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.603","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.336","45,2%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.229","54,8%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.064","45,64%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.090","54,36%"
"A.S. VIGO","HOMES","36.994","45,86%"
"A.S. VIGO","MULLERES","43.681","54,14%"
"SEN A.S. ASIGNADA","HOMES","118","47,77%"
"SEN A.S. ASIGNADA","MULLERES","129","52,23%"
