Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","12.765","45,74%"
"GALICIA","MULLERES","15.140","54,26%"

"A.S. A CORUÑA E CEE","HOMES","3.244","46,13%"
"A.S. A CORUÑA E CEE","MULLERES","3.788","53,87%"
"A.S. FERROL","HOMES","552","44,44%"
"A.S. FERROL","MULLERES","690","55,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","1.540","44,39%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","1.929","55,61%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","2.378","44,57%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","2.957","55,43%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","1.201","47,32%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","1.337","52,68%"
"A.S. SANTIAGO E BARBANZA","HOMES","2.015","46,69%"
"A.S. SANTIAGO E BARBANZA","MULLERES","2.301","53,31%"
"A.S. VIGO","HOMES","1.835","46,19%"
"A.S. VIGO","MULLERES","2.138","53,81%"
