Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","52.305","46,57%"
"GALICIA","MULLERES","60.005","53,43%"

"A.S. A CORUÑA E CEE","HOMES","12.412","46,79%"
"A.S. A CORUÑA E CEE","MULLERES","14.113","53,21%"
"A.S. FERROL","HOMES","3.658","45,77%"
"A.S. FERROL","MULLERES","4.335","54,23%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.486","46,64%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.277","53,36%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.322","46,06%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.404","53,94%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.927","46,93%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.702","53,07%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.801","47,13%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.752","52,87%"
"A.S. VIGO","HOMES","10.699","46,27%"
"A.S. VIGO","MULLERES","12.422","53,73%"
