Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","116.974","47,05%"
"GALICIA","MULLERES","131.662","52,95%"

"A.S. A CORUÑA E CEE","HOMES","25.257","47,12%"
"A.S. A CORUÑA E CEE","MULLERES","28.342","52,88%"
"A.S. FERROL","HOMES","7.722","46,88%"
"A.S. FERROL","MULLERES","8.750","53,12%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","12.275","46,83%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","13.935","53,17%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","13.843","46,56%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","15.888","53,44%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","13.888","47,13%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","15.578","52,87%"
"A.S. SANTIAGO E BARBANZA","HOMES","15.513","47,11%"
"A.S. SANTIAGO E BARBANZA","MULLERES","17.415","52,89%"
"A.S. VIGO","HOMES","28.476","47,28%"
"A.S. VIGO","MULLERES","31.754","52,72%"
