Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","53.186","46,62%"
"GALICIA","MULLERES","60.900","53,38%"

"A.S. A CORUÑA E CEE","HOMES","12.553","46,84%"
"A.S. A CORUÑA E CEE","MULLERES","14.247","53,16%"
"A.S. FERROL","HOMES","3.707","45,79%"
"A.S. FERROL","MULLERES","4.388","54,21%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.614","46,68%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.413","53,32%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.388","46,08%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.474","53,92%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.033","47,07%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.783","52,93%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.946","47,18%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.896","52,82%"
"A.S. VIGO","HOMES","10.945","46,29%"
"A.S. VIGO","MULLERES","12.699","53,71%"
