Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","166.562","45,05%"
"GALICIA","MULLERES","203.125","54,95%"

"A.S. A CORUÑA E CEE","HOMES","36.760","44,75%"
"A.S. A CORUÑA E CEE","MULLERES","45.392","55,25%"
"A.S. FERROL","HOMES","11.990","44,48%"
"A.S. FERROL","MULLERES","14.966","55,52%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.605","44,5%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.200","55,5%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.108","44,09%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.499","55,91%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.953","45,24%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.940","54,76%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.946","45,69%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.082","54,31%"
"A.S. VIGO","HOMES","38.082","45,88%"
"A.S. VIGO","MULLERES","44.913","54,12%"
"SEN A.S. ASIGNADA","HOMES","118","47,01%"
"SEN A.S. ASIGNADA","MULLERES","133","52,99%"
