Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","53.103","46,61%"
"GALICIA","MULLERES","60.829","53,39%"

"A.S. A CORUÑA E CEE","HOMES","12.532","46,83%"
"A.S. A CORUÑA E CEE","MULLERES","14.230","53,17%"
"A.S. FERROL","HOMES","3.704","45,79%"
"A.S. FERROL","MULLERES","4.385","54,21%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.596","46,65%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.400","53,35%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.380","46,07%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.468","53,93%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.022","47,04%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.781","52,96%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.937","47,18%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.887","52,82%"
"A.S. VIGO","HOMES","10.932","46,3%"
"A.S. VIGO","MULLERES","12.678","53,7%"
