Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","172.510","45,21%"
"GALICIA","MULLERES","209.035","54,79%"

"A.S. A CORUÑA E CEE","HOMES","38.279","44,85%"
"A.S. A CORUÑA E CEE","MULLERES","47.069","55,15%"
"A.S. FERROL","HOMES","12.466","44,64%"
"A.S. FERROL","MULLERES","15.462","55,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.554","44,84%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.050","55,16%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.797","44,4%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.040","55,6%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.419","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.333","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.824","45,89%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.913","54,11%"
"A.S. VIGO","HOMES","39.060","45,9%"
"A.S. VIGO","MULLERES","46.041","54,1%"
"SEN A.S. ASIGNADA","HOMES","111","46,64%"
"SEN A.S. ASIGNADA","MULLERES","127","53,36%"
