Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","169.243","45,12%"
"GALICIA","MULLERES","205.820","54,88%"

"A.S. A CORUÑA E CEE","HOMES","37.407","44,79%"
"A.S. A CORUÑA E CEE","MULLERES","46.108","55,21%"
"A.S. FERROL","HOMES","12.213","44,53%"
"A.S. FERROL","MULLERES","15.215","55,47%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.002","44,6%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.604","55,4%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.397","44,22%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.729","55,78%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.228","45,38%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.140","54,62%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.328","45,77%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.459","54,23%"
"A.S. VIGO","HOMES","38.553","45,9%"
"A.S. VIGO","MULLERES","45.433","54,1%"
"NON APLICA","MULLERES","1","100%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
