Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","162.032","44,97%"
"GALICIA","MULLERES","198.247","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.606","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","43.996","55,27%"
"A.S. FERROL","HOMES","11.483","44,32%"
"A.S. FERROL","MULLERES","14.424","55,68%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.990","44,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.622","55,7%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.601","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.021","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.567","45,19%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.518","54,81%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.323","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.406","54,37%"
"A.S. VIGO","HOMES","37.338","45,83%"
"A.S. VIGO","MULLERES","44.127","54,17%"
"SEN A.S. ASIGNADA","HOMES","124","48,25%"
"SEN A.S. ASIGNADA","MULLERES","133","51,75%"
