Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","167.033","45,07%"
"GALICIA","MULLERES","203.563","54,93%"

"A.S. A CORUÑA E CEE","HOMES","36.845","44,75%"
"A.S. A CORUÑA E CEE","MULLERES","45.484","55,25%"
"A.S. FERROL","HOMES","12.017","44,46%"
"A.S. FERROL","MULLERES","15.010","55,54%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.668","44,52%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.260","55,48%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.194","44,14%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.556","55,86%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.007","45,28%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.974","54,72%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.021","45,72%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.146","54,28%"
"A.S. VIGO","HOMES","38.163","45,89%"
"A.S. VIGO","MULLERES","45.001","54,11%"
"SEN A.S. ASIGNADA","HOMES","118","47,2%"
"SEN A.S. ASIGNADA","MULLERES","132","52,8%"
