Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","163.236","44,98%"
"GALICIA","MULLERES","199.676","55,02%"

"A.S. A CORUÑA E CEE","HOMES","35.941","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.414","55,27%"
"A.S. FERROL","HOMES","11.624","44,29%"
"A.S. FERROL","MULLERES","14.619","55,71%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.144","44,33%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.789","55,67%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.705","43,95%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.125","56,05%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.701","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.646","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.451","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.561","54,37%"
"A.S. VIGO","HOMES","37.547","45,83%"
"A.S. VIGO","MULLERES","44.388","54,17%"
"SEN A.S. ASIGNADA","HOMES","123","47,86%"
"SEN A.S. ASIGNADA","MULLERES","134","52,14%"
