Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","46.774","46,29%"
"GALICIA","MULLERES","54.266","53,71%"

"A.S. A CORUÑA E CEE","HOMES","10.984","46,55%"
"A.S. A CORUÑA E CEE","MULLERES","12.614","53,45%"
"A.S. FERROL","HOMES","3.417","45,63%"
"A.S. FERROL","MULLERES","4.072","54,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.045","46,25%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.862","53,75%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.881","45,75%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.975","54,25%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.168","46,39%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","5.972","53,61%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.110","47%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.019","53%"
"A.S. VIGO","HOMES","9.169","46,03%"
"A.S. VIGO","MULLERES","10.752","53,97%"
