Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","168.187","45,1%"
"GALICIA","MULLERES","204.750","54,9%"

"A.S. A CORUÑA E CEE","HOMES","37.179","44,77%"
"A.S. A CORUÑA E CEE","MULLERES","45.870","55,23%"
"A.S. FERROL","HOMES","12.115","44,48%"
"A.S. FERROL","MULLERES","15.120","55,52%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.793","44,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.379","55,44%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.314","44,19%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.660","55,81%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.137","45,35%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.060","54,65%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.171","45,74%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.296","54,26%"
"A.S. VIGO","HOMES","38.362","45,89%"
"A.S. VIGO","MULLERES","45.234","54,11%"
"SEN A.S. ASIGNADA","HOMES","116","46,96%"
"SEN A.S. ASIGNADA","MULLERES","131","53,04%"
