Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","166.998","45,07%"
"GALICIA","MULLERES","203.516","54,93%"

"A.S. A CORUÑA E CEE","HOMES","36.835","44,75%"
"A.S. A CORUÑA E CEE","MULLERES","45.475","55,25%"
"A.S. FERROL","HOMES","12.019","44,48%"
"A.S. FERROL","MULLERES","15.002","55,52%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.660","44,53%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.249","55,47%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.185","44,13%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.551","55,87%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.001","45,26%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.978","54,74%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.025","45,73%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.139","54,27%"
"A.S. VIGO","HOMES","38.155","45,89%"
"A.S. VIGO","MULLERES","44.990","54,11%"
"SEN A.S. ASIGNADA","HOMES","118","47,2%"
"SEN A.S. ASIGNADA","MULLERES","132","52,8%"
