Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","168.973","45,12%"
"GALICIA","MULLERES","205.534","54,88%"

"A.S. A CORUÑA E CEE","HOMES","37.343","44,79%"
"A.S. A CORUÑA E CEE","MULLERES","46.034","55,21%"
"A.S. FERROL","HOMES","12.205","44,55%"
"A.S. FERROL","MULLERES","15.189","55,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.940","44,57%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.551","55,43%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.359","44,2%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.701","55,8%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.198","45,37%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.119","54,63%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.307","45,77%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.425","54,23%"
"A.S. VIGO","HOMES","38.506","45,9%"
"A.S. VIGO","MULLERES","45.384","54,1%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
