Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","57.324","46,97%"
"GALICIA","MULLERES","64.716","53,03%"

"A.S. A CORUÑA E CEE","HOMES","13.383","47,07%"
"A.S. A CORUÑA E CEE","MULLERES","15.051","52,93%"
"A.S. FERROL","HOMES","3.862","45,82%"
"A.S. FERROL","MULLERES","4.566","54,18%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","6.029","47,06%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.782","52,94%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.984","46,56%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","8.017","53,44%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.625","47,24%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","7.399","52,76%"
"A.S. SANTIAGO E BARBANZA","HOMES","8.431","47,52%"
"A.S. SANTIAGO E BARBANZA","MULLERES","9.312","52,48%"
"A.S. VIGO","HOMES","12.010","46,92%"
"A.S. VIGO","MULLERES","13.589","53,08%"
