Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","159.621","44,98%"
"GALICIA","MULLERES","195.216","55,02%"

"A.S. A CORUÑA E CEE","HOMES","34.941","44,76%"
"A.S. A CORUÑA E CEE","MULLERES","43.121","55,24%"
"A.S. FERROL","HOMES","11.231","44,33%"
"A.S. FERROL","MULLERES","14.102","55,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.713","44,25%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.319","55,75%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.264","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.588","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.329","45,21%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.212","54,79%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.055","45,64%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.080","54,36%"
"A.S. VIGO","HOMES","36.971","45,85%"
"A.S. VIGO","MULLERES","43.665","54,15%"
"SEN A.S. ASIGNADA","HOMES","117","47,56%"
"SEN A.S. ASIGNADA","MULLERES","129","52,44%"
