Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","33.140","46,01%"
"GALICIA","MULLERES","38.881","53,99%"

"A.S. A CORUÑA E CEE","HOMES","7.404","46,34%"
"A.S. A CORUÑA E CEE","MULLERES","8.573","53,66%"
"A.S. FERROL","HOMES","2.244","45,56%"
"A.S. FERROL","MULLERES","2.681","54,44%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","3.641","45,79%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","4.311","54,21%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","4.468","45,43%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","5.367","54,57%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","3.510","46,17%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","4.092","53,83%"
"A.S. SANTIAGO E BARBANZA","HOMES","5.295","46,81%"
"A.S. SANTIAGO E BARBANZA","MULLERES","6.016","53,19%"
"A.S. VIGO","HOMES","6.578","45,62%"
"A.S. VIGO","MULLERES","7.841","54,38%"
