Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","50.070","46,44%"
"GALICIA","MULLERES","57.742","53,56%"

"A.S. A CORUÑA E CEE","HOMES","11.949","46,72%"
"A.S. A CORUÑA E CEE","MULLERES","13.628","53,28%"
"A.S. FERROL","HOMES","3.590","45,73%"
"A.S. FERROL","MULLERES","4.261","54,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.334","46,61%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.111","53,39%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.121","45,85%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.230","54,15%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.593","46,77%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.366","53,23%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.485","46,95%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.459","53,05%"
"A.S. VIGO","HOMES","9.998","46,11%"
"A.S. VIGO","MULLERES","11.687","53,89%"
