Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","173.375","45,24%"
"GALICIA","MULLERES","209.846","54,76%"

"A.S. A CORUÑA E CEE","HOMES","38.507","44,9%"
"A.S. A CORUÑA E CEE","MULLERES","47.260","55,1%"
"A.S. FERROL","HOMES","12.515","44,65%"
"A.S. FERROL","MULLERES","15.517","55,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.691","44,88%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.179","55,12%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.914","44,46%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.126","55,54%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.496","45,44%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.409","54,56%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.954","45,92%"
"A.S. SANTIAGO E BARBANZA","MULLERES","27.033","54,08%"
"A.S. VIGO","HOMES","39.189","45,9%"
"A.S. VIGO","MULLERES","46.197","54,1%"
"SEN A.S. ASIGNADA","HOMES","109","46,58%"
"SEN A.S. ASIGNADA","MULLERES","125","53,42%"
