Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","164.857","45,01%"
"GALICIA","MULLERES","201.403","54,99%"

"A.S. A CORUÑA E CEE","HOMES","36.340","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.892","55,26%"
"A.S. FERROL","HOMES","11.799","44,41%"
"A.S. FERROL","MULLERES","14.769","55,59%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.358","44,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.026","55,64%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.866","44,01%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.275","55,99%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.843","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.817","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.700","45,64%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.843","54,36%"
"A.S. VIGO","HOMES","37.830","45,87%"
"A.S. VIGO","MULLERES","44.647","54,13%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
