Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","75.676","47,43%"
"GALICIA","MULLERES","83.893","52,57%"

"A.S. A CORUÑA E CEE","HOMES","17.786","47,47%"
"A.S. A CORUÑA E CEE","MULLERES","19.685","52,53%"
"A.S. FERROL","HOMES","4.973","46,73%"
"A.S. FERROL","MULLERES","5.669","53,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.436","47,46%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.340","52,54%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.511","46,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.623","53,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.695","47,52%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.604","52,48%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.635","47,93%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.554","52,07%"
"A.S. VIGO","HOMES","16.640","47,46%"
"A.S. VIGO","MULLERES","18.418","52,54%"
