Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","47.025","46,32%"
"GALICIA","MULLERES","54.504","53,68%"

"A.S. A CORUÑA E CEE","HOMES","11.063","46,57%"
"A.S. A CORUÑA E CEE","MULLERES","12.691","53,43%"
"A.S. FERROL","HOMES","3.431","45,62%"
"A.S. FERROL","MULLERES","4.090","54,38%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.066","46,29%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.878","53,71%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.901","45,74%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.999","54,26%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.210","46,46%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.003","53,54%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.127","47%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.038","53%"
"A.S. VIGO","HOMES","9.227","46,06%"
"A.S. VIGO","MULLERES","10.805","53,94%"
