Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","157.450","45,04%"
"GALICIA","MULLERES","192.103","54,96%"

"A.S. A CORUÑA E CEE","HOMES","34.414","44,86%"
"A.S. A CORUÑA E CEE","MULLERES","42.303","55,14%"
"A.S. FERROL","HOMES","11.009","44,47%"
"A.S. FERROL","MULLERES","13.749","55,53%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.402","44,26%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","21.917","55,74%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","18.965","44,02%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.120","55,98%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.114","45,26%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","21.912","54,74%"
"A.S. SANTIAGO E BARBANZA","HOMES","20.804","45,66%"
"A.S. SANTIAGO E BARBANZA","MULLERES","24.762","54,34%"
"A.S. VIGO","HOMES","36.650","45,88%"
"A.S. VIGO","MULLERES","43.241","54,12%"
"SEN A.S. ASIGNADA","HOMES","92","48,17%"
"SEN A.S. ASIGNADA","MULLERES","99","51,83%"
