Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","165.524","45,03%"
"GALICIA","MULLERES","202.049","54,97%"

"A.S. A CORUÑA E CEE","HOMES","36.541","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","45.125","55,26%"
"A.S. FERROL","HOMES","11.885","44,46%"
"A.S. FERROL","MULLERES","14.849","55,54%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.431","44,41%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.068","55,59%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.938","44,04%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.331","55,96%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.889","45,24%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.866","54,76%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.807","45,68%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.929","54,32%"
"A.S. VIGO","HOMES","37.912","45,87%"
"A.S. VIGO","MULLERES","44.747","54,13%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
