Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","74.521","47,45%"
"GALICIA","MULLERES","82.530","52,55%"

"A.S. A CORUÑA E CEE","HOMES","17.525","47,54%"
"A.S. A CORUÑA E CEE","MULLERES","19.335","52,46%"
"A.S. FERROL","HOMES","4.946","46,7%"
"A.S. FERROL","MULLERES","5.644","53,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.179","47,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.065","52,57%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.361","46,96%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.445","53,04%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.634","47,58%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.511","52,42%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.482","47,97%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.371","52,03%"
"A.S. VIGO","HOMES","16.394","47,45%"
"A.S. VIGO","MULLERES","18.159","52,55%"
