Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","136.860","46,24%"
"GALICIA","MULLERES","159.104","53,76%"

"A.S. A CORUÑA E CEE","HOMES","29.692","46,3%"
"A.S. A CORUÑA E CEE","MULLERES","34.443","53,7%"
"A.S. FERROL","HOMES","8.879","46,11%"
"A.S. FERROL","MULLERES","10.376","53,89%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","14.851","45,6%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","17.718","54,4%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","16.288","45,35%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","19.630","54,65%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","16.068","46,37%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","18.586","53,63%"
"A.S. SANTIAGO E BARBANZA","HOMES","18.247","46,51%"
"A.S. SANTIAGO E BARBANZA","MULLERES","20.983","53,49%"
"A.S. VIGO","HOMES","32.806","46,77%"
"A.S. VIGO","MULLERES","37.344","53,23%"
"SEN A.S. ASIGNADA","HOMES","29","54,72%"
"SEN A.S. ASIGNADA","MULLERES","24","45,28%"
