Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","49.525","46,43%"
"GALICIA","MULLERES","57.144","53,57%"

"A.S. A CORUÑA E CEE","HOMES","11.825","46,71%"
"A.S. A CORUÑA E CEE","MULLERES","13.493","53,29%"
"A.S. FERROL","HOMES","3.566","45,65%"
"A.S. FERROL","MULLERES","4.245","54,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.283","46,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.063","53,44%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.074","45,81%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.184","54,19%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.506","46,78%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.264","53,22%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.433","46,97%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.391","53,03%"
"A.S. VIGO","HOMES","9.838","46,1%"
"A.S. VIGO","MULLERES","11.504","53,9%"
