Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","159.274","44,99%"
"GALICIA","MULLERES","194.780","55,01%"

"A.S. A CORUÑA E CEE","HOMES","34.840","44,76%"
"A.S. A CORUÑA E CEE","MULLERES","42.990","55,24%"
"A.S. FERROL","HOMES","11.196","44,3%"
"A.S. FERROL","MULLERES","14.078","55,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.652","44,23%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.254","55,77%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.220","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.530","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.299","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.166","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.028","45,66%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.025","54,34%"
"A.S. VIGO","HOMES","36.927","45,85%"
"A.S. VIGO","MULLERES","43.613","54,15%"
"SEN A.S. ASIGNADA","HOMES","112","47,46%"
"SEN A.S. ASIGNADA","MULLERES","124","52,54%"
