Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","37.999","46,11%"
"GALICIA","MULLERES","44.415","53,89%"

"A.S. A CORUÑA E CEE","HOMES","8.621","46,25%"
"A.S. A CORUÑA E CEE","MULLERES","10.021","53,75%"
"A.S. FERROL","HOMES","2.639","45,73%"
"A.S. FERROL","MULLERES","3.132","54,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","4.164","46,14%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","4.860","53,86%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.069","45,58%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.051","54,42%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","4.037","46,13%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","4.715","53,87%"
"A.S. SANTIAGO E BARBANZA","HOMES","5.955","46,9%"
"A.S. SANTIAGO E BARBANZA","MULLERES","6.743","53,1%"
"A.S. VIGO","HOMES","7.514","45,8%"
"A.S. VIGO","MULLERES","8.893","54,2%"
