Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.012","45,18%"
"GALICIA","MULLERES","207.526","54,82%"

"A.S. A CORUÑA E CEE","HOMES","37.888","44,83%"
"A.S. A CORUÑA E CEE","MULLERES","46.622","55,17%"
"A.S. FERROL","HOMES","12.377","44,61%"
"A.S. FERROL","MULLERES","15.369","55,39%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.273","44,73%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.819","55,27%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.592","44,29%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.901","55,71%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.353","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.259","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.540","45,8%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.679","54,2%"
"A.S. VIGO","HOMES","38.874","45,94%"
"A.S. VIGO","MULLERES","45.749","54,06%"
"SEN A.S. ASIGNADA","HOMES","115","47,33%"
"SEN A.S. ASIGNADA","MULLERES","128","52,67%"
