Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","53.939","46,68%"
"GALICIA","MULLERES","61.610","53,32%"

"A.S. A CORUÑA E CEE","HOMES","12.816","46,94%"
"A.S. A CORUÑA E CEE","MULLERES","14.487","53,06%"
"A.S. FERROL","HOMES","3.735","45,69%"
"A.S. FERROL","MULLERES","4.440","54,31%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.721","46,79%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.507","53,21%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.466","46,17%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.540","53,83%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.120","47,13%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.864","52,87%"
"A.S. SANTIAGO E BARBANZA","HOMES","8.018","47,23%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.959","52,77%"
"A.S. VIGO","HOMES","11.063","46,34%"
"A.S. VIGO","MULLERES","12.813","53,66%"
