Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","46.831","46,3%"
"GALICIA","MULLERES","54.310","53,7%"

"A.S. A CORUÑA E CEE","HOMES","10.996","46,56%"
"A.S. A CORUÑA E CEE","MULLERES","12.619","53,44%"
"A.S. FERROL","HOMES","3.421","45,64%"
"A.S. FERROL","MULLERES","4.075","54,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.053","46,28%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.866","53,72%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.885","45,75%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.978","54,25%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.184","46,43%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","5.982","53,57%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.115","46,99%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.025","53,01%"
"A.S. VIGO","HOMES","9.177","46,02%"
"A.S. VIGO","MULLERES","10.765","53,98%"
