Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","173.340","45,24%"
"GALICIA","MULLERES","209.819","54,76%"

"A.S. A CORUÑA E CEE","HOMES","38.496","44,89%"
"A.S. A CORUÑA E CEE","MULLERES","47.258","55,11%"
"A.S. FERROL","HOMES","12.514","44,64%"
"A.S. FERROL","MULLERES","15.520","55,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.684","44,89%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.166","55,11%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.912","44,46%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.120","55,54%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.492","45,44%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.407","54,56%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.948","45,92%"
"A.S. SANTIAGO E BARBANZA","MULLERES","27.028","54,08%"
"A.S. VIGO","HOMES","39.185","45,9%"
"A.S. VIGO","MULLERES","46.194","54,1%"
"SEN A.S. ASIGNADA","HOMES","109","46,38%"
"SEN A.S. ASIGNADA","MULLERES","126","53,62%"
