Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","50.532","46,46%"
"GALICIA","MULLERES","58.222","53,54%"

"A.S. A CORUÑA E CEE","HOMES","12.053","46,72%"
"A.S. A CORUÑA E CEE","MULLERES","13.744","53,28%"
"A.S. FERROL","HOMES","3.605","45,75%"
"A.S. FERROL","MULLERES","4.275","54,25%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.355","46,58%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.142","53,42%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.161","45,9%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.262","54,1%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.664","46,78%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.445","53,22%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.534","47%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.496","53%"
"A.S. VIGO","HOMES","10.160","46,14%"
"A.S. VIGO","MULLERES","11.858","53,86%"
