Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","167.868","45,09%"
"GALICIA","MULLERES","204.396","54,91%"

"A.S. A CORUÑA E CEE","HOMES","37.118","44,79%"
"A.S. A CORUÑA E CEE","MULLERES","45.749","55,21%"
"A.S. FERROL","HOMES","12.089","44,5%"
"A.S. FERROL","MULLERES","15.079","55,5%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.750","44,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.338","55,45%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.262","44,16%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.621","55,84%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.104","45,34%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.030","54,66%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.121","45,71%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.271","54,29%"
"A.S. VIGO","HOMES","38.307","45,89%"
"A.S. VIGO","MULLERES","45.177","54,11%"
"SEN A.S. ASIGNADA","HOMES","117","47,18%"
"SEN A.S. ASIGNADA","MULLERES","131","52,82%"
