Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","151.151","45,31%"
"GALICIA","MULLERES","182.461","54,69%"

"A.S. A CORUÑA E CEE","HOMES","32.916","45,22%"
"A.S. A CORUÑA E CEE","MULLERES","39.882","54,78%"
"A.S. FERROL","HOMES","10.422","44,74%"
"A.S. FERROL","MULLERES","12.873","55,26%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","16.618","44,34%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","20.857","55,66%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","18.209","44,36%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","22.838","55,64%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","17.493","45,52%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","20.937","54,48%"
"A.S. SANTIAGO E BARBANZA","HOMES","20.024","45,94%"
"A.S. SANTIAGO E BARBANZA","MULLERES","23.560","54,06%"
"A.S. VIGO","HOMES","35.399","46,06%"
"A.S. VIGO","MULLERES","41.447","53,94%"
"SEN A.S. ASIGNADA","HOMES","70","51,09%"
"SEN A.S. ASIGNADA","MULLERES","67","48,91%"
