Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","164.982","45,01%"
"GALICIA","MULLERES","201.531","54,99%"

"A.S. A CORUÑA E CEE","HOMES","36.375","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.936","55,26%"
"A.S. FERROL","HOMES","11.808","44,4%"
"A.S. FERROL","MULLERES","14.784","55,6%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.370","44,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.028","55,63%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.881","44,01%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.290","55,99%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.854","45,24%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.823","54,76%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.730","45,65%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.870","54,35%"
"A.S. VIGO","HOMES","37.843","45,87%"
"A.S. VIGO","MULLERES","44.666","54,13%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
