Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","173.678","45,25%"
"GALICIA","MULLERES","210.176","54,75%"

"A.S. A CORUÑA E CEE","HOMES","38.588","44,9%"
"A.S. A CORUÑA E CEE","MULLERES","47.352","55,1%"
"A.S. FERROL","HOMES","12.523","44,64%"
"A.S. FERROL","MULLERES","15.533","55,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.728","44,87%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.238","55,13%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.951","44,47%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.159","55,53%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.527","45,44%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.447","54,56%"
"A.S. SANTIAGO E BARBANZA","HOMES","23.013","45,94%"
"A.S. SANTIAGO E BARBANZA","MULLERES","27.082","54,06%"
"A.S. VIGO","HOMES","39.239","45,9%"
"A.S. VIGO","MULLERES","46.240","54,1%"
"SEN A.S. ASIGNADA","HOMES","109","46,58%"
"SEN A.S. ASIGNADA","MULLERES","125","53,42%"
