Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.537","45,19%"
"GALICIA","MULLERES","208.014","54,81%"

"A.S. A CORUÑA E CEE","HOMES","38.030","44,85%"
"A.S. A CORUÑA E CEE","MULLERES","46.757","55,15%"
"A.S. FERROL","HOMES","12.414","44,61%"
"A.S. FERROL","MULLERES","15.416","55,39%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.346","44,77%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.864","55,23%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.673","44,32%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.967","55,68%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.369","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.274","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.646","45,83%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.763","54,17%"
"A.S. VIGO","HOMES","38.947","45,93%"
"A.S. VIGO","MULLERES","45.843","54,07%"
"SEN A.S. ASIGNADA","HOMES","112","46,28%"
"SEN A.S. ASIGNADA","MULLERES","130","53,72%"
