Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","172.405","45,21%"
"GALICIA","MULLERES","208.933","54,79%"

"A.S. A CORUÑA E CEE","HOMES","38.253","44,85%"
"A.S. A CORUÑA E CEE","MULLERES","47.038","55,15%"
"A.S. FERROL","HOMES","12.464","44,65%"
"A.S. FERROL","MULLERES","15.453","55,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.536","44,83%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.040","55,17%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.781","44,39%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.032","55,61%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.406","45,41%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.329","54,59%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.804","45,88%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.896","54,12%"
"A.S. VIGO","HOMES","39.050","45,9%"
"A.S. VIGO","MULLERES","46.018","54,1%"
"SEN A.S. ASIGNADA","HOMES","111","46,64%"
"SEN A.S. ASIGNADA","MULLERES","127","53,36%"
