Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","25.851","45,75%"
"GALICIA","MULLERES","30.648","54,25%"

"A.S. A CORUÑA E CEE","HOMES","5.660","46,2%"
"A.S. A CORUÑA E CEE","MULLERES","6.590","53,8%"
"A.S. FERROL","HOMES","1.657","44,69%"
"A.S. FERROL","MULLERES","2.051","55,31%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","3.006","45,87%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.547","54,13%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.516","44,65%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","4.359","55,35%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.846","45,61%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","3.394","54,39%"
"A.S. SANTIAGO E BARBANZA","HOMES","3.993","46,84%"
"A.S. SANTIAGO E BARBANZA","MULLERES","4.531","53,16%"
"A.S. VIGO","HOMES","5.173","45,58%"
"A.S. VIGO","MULLERES","6.176","54,42%"
