Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","22.957","45,6%"
"GALICIA","MULLERES","27.387","54,4%"

"A.S. A CORUÑA E CEE","HOMES","5.240","46,16%"
"A.S. A CORUÑA E CEE","MULLERES","6.111","53,84%"
"A.S. FERROL","HOMES","1.434","44,26%"
"A.S. FERROL","MULLERES","1.806","55,74%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.795","45,75%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.314","54,25%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.223","44,34%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","4.046","55,66%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.448","45,8%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","2.897","54,2%"
"A.S. SANTIAGO E BARBANZA","HOMES","3.352","46,6%"
"A.S. SANTIAGO E BARBANZA","MULLERES","3.841","53,4%"
"A.S. VIGO","HOMES","4.465","45,39%"
"A.S. VIGO","MULLERES","5.372","54,61%"
