Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.661","45,2%"
"GALICIA","MULLERES","208.155","54,8%"

"A.S. A CORUÑA E CEE","HOMES","38.067","44,85%"
"A.S. A CORUÑA E CEE","MULLERES","46.816","55,15%"
"A.S. FERROL","HOMES","12.413","44,62%"
"A.S. FERROL","MULLERES","15.406","55,38%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.379","44,78%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.894","55,22%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.693","44,35%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.963","55,65%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.362","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.271","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.674","45,84%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.787","54,16%"
"A.S. VIGO","HOMES","38.962","45,92%"
"A.S. VIGO","MULLERES","45.889","54,08%"
"SEN A.S. ASIGNADA","HOMES","111","46,25%"
"SEN A.S. ASIGNADA","MULLERES","129","53,75%"
