Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","47.179","46,32%"
"GALICIA","MULLERES","54.674","53,68%"

"A.S. A CORUÑA E CEE","HOMES","11.126","46,58%"
"A.S. A CORUÑA E CEE","MULLERES","12.762","53,42%"
"A.S. FERROL","HOMES","3.440","45,63%"
"A.S. FERROL","MULLERES","4.099","54,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.077","46,29%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.891","53,71%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.914","45,77%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.007","54,23%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.224","46,49%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.013","53,51%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.146","46,99%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.063","53,01%"
"A.S. VIGO","HOMES","9.252","46,05%"
"A.S. VIGO","MULLERES","10.839","53,95%"
