Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","150.357","45,36%"
"GALICIA","MULLERES","181.107","54,64%"

"A.S. A CORUÑA E CEE","HOMES","32.704","45,3%"
"A.S. A CORUÑA E CEE","MULLERES","39.492","54,7%"
"A.S. FERROL","HOMES","10.355","44,83%"
"A.S. FERROL","MULLERES","12.744","55,17%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","16.531","44,38%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","20.715","55,62%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","18.105","44,39%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","22.680","55,61%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","17.404","45,55%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","20.803","54,45%"
"A.S. SANTIAGO E BARBANZA","HOMES","19.939","46,04%"
"A.S. SANTIAGO E BARBANZA","MULLERES","23.371","53,96%"
"A.S. VIGO","HOMES","35.254","46,09%"
"A.S. VIGO","MULLERES","41.237","53,91%"
"SEN A.S. ASIGNADA","HOMES","65","50%"
"SEN A.S. ASIGNADA","MULLERES","65","50%"
